Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Wholesale price;Impact on price;Quantity;Minimal quantity;Low stock level;
1079;Rodzaj naprawy:select:0;Naprawa aparatu tylnego:0;80;0;10;1;0
1079;Rodzaj naprawy:select:0;Naprawa glosnika:0;100;0;10;1;0
